,industry_code,product_code,product_name,item
461,311511,31151151,"Whole fluid milk, packaged, excluding U.H.T. and flavored",PCU31151131151151
462,311511,31151152,"Fluid milk, lowfat, incl. 2.0, 1.0, and 0.5 percent packaged, excl. U.H.T. and flavored",PCU31151131151152
463,311511,31151153,"Fat free or skim milk, packaged, excluding U.H.T. and flavored",PCU31151131151153
464,311511,31151159,"Other fluid milk related products, incl. heavy & light cream, unflavored sour cream, etc.",PCU31151131151159
465,311511,3115117,"Cottage cheese (including bakers', pot, and farmers' cheese)",PCU3115113115117
466,311511,3115119,"Other packaged milk products incl. flavored milks, eggnog, buttermilk etc.",PCU3115113115119
467,311511,311511A,"Yogurt, except frozen",PCU311511311511A
468,311511,311511D,Perishable dairy product substitutes,PCU311511311511D
469,311511,311511M,Miscellaneous receipts,PCU311511311511M
470,311511,311511MM,Miscellaneous receipts,PCU311511311511MM
471,311511,311511P,Primary products,PCU311511311511P
472,311511,311511S,Secondary products,PCU311511311511S
473,311511,311511SS,Secondary products,PCU311511311511SS
474,311512,311512,Creamery butter manufacturing,PCU311512311512
475,311512,3115120,Creamery butter,PCU3115123115120
476,311512,311512P,Primary products,PCU311512311512P
477,311513,311513,Cheese manufacturing,PCU311513311513
478,311513,3115131,"Natural cheese (cheddar, Swiss, Italian, brick, cream, grated, dried etc.) excl. cottage cheese",PCU3115133115131
479,311513,3115131111,"Natural cheese, except lowfat, shipped in consumer packages or containers (3 lbs. or less)",PCU3115133115131111
480,311513,3115131121,"Natural cheese, except  lowfat, shipped in packages or containers (more than 3 lbs.) or bulk",PCU3115133115131121
481,311513,3115131131,"Lowfat natural cheese, except cottage cheese, shipped in consumer packages (3 lbs. or less)",PCU3115133115131131
482,311513,3115131141,"Lowfat natural cheese, except cottage cheese, shipped in packages (more than 3 lbs.) or in bulk",PCU3115133115131141
483,311513,3115134,Process cheese and related products,PCU3115133115134
484,311513,31151341,"Process cheese, shipped in consumer packages or containers (3 lbs. or less)",PCU31151331151341
485,311513,31151349,All other process cheese and related products,PCU31151331151349
486,311513,3115134921,"Process cheese, shipped in packages or containers (more than 3 lbs.) or in bulk",PCU3115133115134921
487,311513,3115134961,"Cheese food, spread, and other related products",PCU3115133115134961
488,311513,3115137,Cheese substitutes and imitations,PCU3115133115137
489,311513,311513A,Raw liquid whey,PCU311513311513A
490,311513,311513M,Miscellaneous receipts,PCU311513311513M
491,311513,311513MM,Miscellaneous receipts,PCU311513311513MM
492,311513,311513P,Primary products,PCU311513311513P
493,311513,311513S,Secondary products,PCU311513311513S
494,311513,311513SS,Secondary products,PCU311513311513SS
495,311514,311514,"Dry, condensed, and evaporated dairy products",PCU311514311514
496,311514,3115141,Dry milk products and mixtures,PCU3115143115141
497,311514,3115145,"Milk products, shipped in consumer-type cans, excluding substitutes",PCU3115143115145
498,311514,3115147,"Concentrated milk products shipped in bulk (barrels, drums, and tanks)",PCU3115143115147
499,311514,311514A,Ice cream mixes and related products,PCU311514311514A
500,311514,311514D,Dairy product substitutes,PCU311514311514D
501,311514,311514M,Miscellaneous receipts,PCU311514311514M
502,311514,311514MM,Miscellaneous receipts,PCU311514311514MM
503,311514,311514P,Primary products,PCU311514311514P
504,311514,311514S,Secondary products,PCU311514311514S
505,311514,311514SS,Secondary products,PCU311514311514SS
506,31152-,31152-,Ice cream and frozen dessert mfg,PCU31152-31152-
507,311520,311520,Ice cream and frozen dessert manufacturing,PCU311520311520
508,311520,3115200,Ice cream and frozen dessert manufacturing,PCU3115203115200
509,311520,31152001,"Ice cream,  incl. custards (excl. lowfat and nonfat) shipped in bulk (containers 3 gal or more)",PCU31152031152001
510,311520,31152002,"Ice cream,  incl. custards (excl. lowfat and nonfat) shipped in sizes (less than 3 gal)",PCU31152031152002
511,311520,31152003,"Ice cream, including custards (excluding lowfat and nonfat), novelty forms",PCU31152031152003
512,311520,31152004,"Ice cream, including custards, lowfat and nonfat",PCU31152031152004
513,311520,31152005,"Other frozen desserts (yogurt, sherbet, water ices, mellorine, frozen pudding etc.)",PCU31152031152005
514,311520,311520M,Miscellaneous receipts,PCU311520311520M
515,311520,311520P,Primary products,PCU311520311520P
516,311520,311520S,Secondary products,PCU311520311520S
517,311520,311520SS,Secondary products,PCU311520311520SS
518,31161-,31161-,Animal slaughtering & processing,PCU31161-31161-
519,311611,311611,"Animal, except poultry, slaughtering",PCU311611311611
520,311611,3116111,"Beef, fresh or frozen, not canned or made into sausage, made in slaughtering plants",PCU3116113116111
521,311611,31161110,"Beef, fresh/frozen whole/half carcass, not canned or made into sausage, misp",PCU31161131161110
522,311611,31161116,"Beef, fresh/frozen variety meats, not canned or made into sausage, made in slaughtering plants",PCU31161131161116
523,311611,31161117,"Beef, fresh/frozen, primal and subprimal cuts, made in slaughtering plants",PCU31161131161117
524,311611,3116114,"Veal, fresh or frozen, not canned or sausage, made in slaughtering plants",PCU3116113116114
525,311611,3116117,"Lamb/mutton, fresh or frozen, not canned or made into sausage, made in slaughtering plants",PCU3116113116117
526,311611,311611A,"Pork, fresh/frozen, unprocessed, all cuts, except sausage, made in slaughtering plants",PCU311611311611A
527,311611,311611D,"Lard, made in slaughtering plants",PCU311611311611D
528,311611,311611G,"Pork, processed or cured, not canned or made into sausage, made in slaughtering plants",PCU311611311611G
529,311611,311611J,"Fresh and processed sausage, deli, and cooked meats, made in slaughtering plants",PCU311611311611J
530,311611,311611M,Miscellaneous receipts,PCU311611311611M
531,311611,311611MM,Miscellaneous receipts,PCU311611311611MM
532,311611,311611P,Primary products,PCU311611311611P
533,311611,311611Q,"Hides, skins, and pelts, made in slaughtering plants",PCU311611311611Q
534,311611,311611R,Miscellaneous byproducts of slaughtering plants,PCU311611311611R
535,311611,311611S,Secondary products,PCU311611311611S
536,311611,311611SS,Secondary products,PCU311611311611SS
537,311612,311612,Meat processed from carcasses,PCU311612311612
538,311612,3116121,"Pork, processed or cured, not canned or made into sausage, mfpc",PCU3116123116121
539,311612,31161211,"Pork, sweet-pickled, dry-cured, or dry salt, not canned or made into sausage, mfpc",PCU31161231161211
540,311612,31161212,"Smoked hams and picnics, excluding canned, made from purchased carcasses",PCU31161231161212
541,311612,31161213,"Smoked slab bacon, made from purchased carcasses",PCU31161231161213
542,311612,31161214,"Smoked sliced bacon, made from purchased carcasses",PCU31161231161214
543,311612,31161215,"Other smoked pork, not canned or made into sausage, made from purchased carcasses",PCU31161231161215
544,311612,31161216,"Boiled ham, barbecue pork, and other cooked pork, except canned meats and sausage, mfpc",PCU31161231161216
545,311612,3116124,"Sausage and similar products, excluding canned, made from purchased carcasses",PCU3116123116124
546,311612,31161241,"Fresh sausage (pork sausage, breakfast links, etc.), excluding canned, mfpc",PCU31161231161241
547,311612,31161242,"Dry or semidry sausage (salami, cervelat, pepperoni, summer sausage, pork roll, etc), mfpc",PCU31161231161242
548,311612,31161243,"Frankfurters, including wieners, excluding canned, made from purchased carcasses",PCU31161231161243
549,311612,31161244,"Other sausage (smoked or cooked) & jellied goods & similar preparations, excluding canned, mfpc",PCU31161231161244
550,311612,3116127,"Canned meats, excluding dog, cat, and baby food, made from purchased carcasses",PCU3116123116127
551,311612,311612A,"Other processed, frozen, or cooked meats, made from purchased carcasses",PCU311612311612A
552,311612,311612A1,"Boxed meat (beef, pork, lamb, etc.), made from purchased carcasses",PCU311612311612A1
553,311612,311612A5,"Frozen ground meat patties and other processed, frozen, or cooked meats, mfpc",PCU311612311612A5
554,311612,311612M,Miscellaneous receipts,PCU311612311612M
555,311612,311612MM,Miscellaneous receipts,PCU311612311612MM
556,311612,311612P,Primary products,PCU311612311612P
557,311612,311612S,Secondary products,PCU311612311612S
558,311612,311612SS,Secondary products,PCU311612311612SS
559,311613,311613,Rendering and meat byproduct processing,PCU311613311613
560,311613,3116132,"Lard, inedible tallow, and other greases, excluding wool grease",PCU3116133116132
561,311613,3116135,Animal and marine feed and fertilizer byproducts,PCU3116133116135
562,311613,31161351,Meat and bone meal,PCU31161331161351
563,311613,31161352,"Animal and marine feed and fertilizer byproducts, except meat and bone meal",PCU31161331161352
564,311613,311613M,Miscellaneous receipts,PCU311613311613M
565,311613,311613P,Primary products,PCU311613311613P
566,311613,311613S,Secondary products,PCU311613311613S
567,311615,311615,Poultry processing,PCU311615311615
568,311615,3116151,"Young chickens, including bulk, chilled, frozen, whole, and in parts",PCU3116153116151
569,311615,3116157,"Turkeys (including frozen, whole, and parts)",PCU3116153116157
570,311615,3116159,"Other poultry and small game (including frozen), whole, and parts",PCU3116153116159
571,311615,311615D,"Processed poultry and small game (except soups), containing 20 percent or more poultry or meat",PCU311615311615D
572,311615,311615M,Miscellaneous receipts,PCU311615311615M
573,311615,311615MM,Miscellaneous receipts,PCU311615311615MM
574,311615,311615P,Primary products,PCU311615311615P
575,311615,311615S,Secondary products,PCU311615311615S
576,311615,311615SS,Secondary products,PCU311615311615SS
577,3117--,3117--,Seafood product preparation & packaging,PCU3117--3117--
578,31171-,31171-,Seafood product preparation and packaging,PCU31171-31171-
579,311710,311710,Seafood product preparation and packaging,PCU311710311710
580,311710,3117101,Seafood canning,PCU3117103117101
581,311710,3117102,Fresh and frozen seafood processing,PCU3117103117102
582,311710,31171021,"Prepared fresh fish/seafood, inc. surimi/surimi-based products",PCU31171031171021
583,311710,31171022,Prepared frozen fish,PCU31171031171022
584,311710,31171023,Prepared frozen shellfish,PCU31171031171023
585,311710,31171024,Other prepared fresh and frozen seafood,PCU31171031171024
586,311710,311710M,Miscellaneous receipts,PCU311710311710M
587,311710,311710MM,Miscellaneous receipts,PCU311710311710MM
588,311710,311710P,Primary products,PCU311710311710P
589,311710,311710S,Secondary products,PCU311710311710S
590,3118--,3118--,Bakeries & tortilla mfg,PCU3118--3118--
591,31181-,31181-,Bread & bakery product mfg,PCU31181-31181-
592,311811,311811,Retail bakeries,PCU311811311811
593,311811,3118110,Retail bakery products,PCU3118113118110
594,311811,311811M,Miscellaneous receipts,PCU311811311811M
595,311811,311811P,Primary products,PCU311811311811P
596,311811,311811S,Secondary products,PCU311811311811S
597,311812,311812,Commercial bakeries,PCU311812311812
598,311812,3118121,"Bread (white, wheat, rye, etc.), including frozen",PCU3118123118121
599,311812,31181215,White pan bread,PCU31181231181215
600,311812,31181216,"White hearth bread (French, Italian, etc.)",PCU31181231181216
601,311812,31181217,"Dark wheat breads (whole wheat, cracked wheat, multigrain, etc.)",PCU31181231181217
602,311812,31181218,"Other variety breads (rye, unleavened, muffin, bagel, croissant)",PCU31181231181218
603,311812,3118125,"Rolls, bread-type (including muffins, bagels, and croissants), including frozen",PCU3118123118125
604,311812,31181251,"Rolls, hamburger and wiener",PCU31181231181251
605,311812,31181259,"All other rolls, bread-type (incl. muffins, bagels, & croissants)",PCU31181231181259
606,311812,3118127,"Soft cakes, excluding frozen",PCU3118123118127
607,311812,3118128,"Pies (fruit, cream, and custard), excluding frozen",PCU3118123118128
608,311812,3118129,"Other sweet goods, excluding frozen",PCU3118123118129
609,311812,311812M,Miscellaneous receipts,PCU311812311812M
610,311812,311812MM,Miscellaneous receipts,PCU311812311812MM
611,311812,311812P,Primary products,PCU311812311812P
612,311812,311812S,Secondary products,PCU311812311812S
613,311812,311812SM,Secondary products and miscellaneous receipts,PCU311812311812SM
614,311813,311813,Frozen cakes and other pastries manufacturing,PCU311813311813
615,311813,3118130,"Frozen cakes, pies, and other pastries",PCU3118133118130
616,311813,311813P,Primary products,PCU311813311813P
617,311813,311813S,Secondary products,PCU311813311813S
618,31182-,31182-,"Cookie, cracker & pasta mfg",PCU31182-31182-
619,311821,311821,Cookie and cracker manufacturing,PCU311821311821
620,311821,3118212,"Crackers, biscuits, and related products",PCU3118213118212
621,311821,31182122,Cracker sandwiches made from crackers produced in same plant,PCU31182131182122
